Dataset Name,Algorithm Name,Cross Validation [1-10],Hyper-Parameters Values,Accuracy,TPR_macro,FPR_macro,Precision_macro,AUC_macro,PR-Curve_macro,Training Time (sec),Inference Time (sec)
abalon,DNDT,1,"{'cut_count': 4, 'cut_size': 1, 'epochs': 67, 'lr': 0.022759736792962726, 'temprature': 0.13607725877174154, 'num_class': 3}",0.555023923,0.553638365,0.22091747,0.574119696,0.502850275,0.386189703,0.9785993,0.0019577
abalon,DNDT,10,"{'cut_count': 4, 'cut_size': 1, 'epochs': 66, 'lr': 0.028572258606210252, 'temprature': 0.7813667743812602, 'num_class': 3}",0.54676259,0.534619242,0.229049212,0.47513735,0.504414159,0.343691166,1.0052056,0.0019233
abalon,DNDT,2,"{'cut_count': 6, 'cut_size': 1, 'epochs': 55, 'lr': 0.027132044663595496, 'temprature': 0.0334888681786992, 'num_class': 3}",0.557416268,0.559786048,0.219441209,0.569197754,0.50691065,0.357140597,1.6986158,0.0034955
abalon,DNDT,3,"{'cut_count': 4, 'cut_size': 1, 'epochs': 62, 'lr': 0.049416460166760816, 'temprature': 0.5918344448324511, 'num_class': 3}",0.40430622,0.397452515,0.300381728,0.361040755,0.500564917,0.356941323,0.7997897,0.0019757
abalon,DNDT,4,"{'cut_count': 4, 'cut_size': 1, 'epochs': 63, 'lr': 0.039859805701317905, 'temprature': 0.3268822292981304, 'num_class': 3}",0.583732057,0.571424072,0.210217781,0.537254153,0.510325029,0.342802116,0.8448083,0.0019271
abalon,DNDT,5,"{'cut_count': 4, 'cut_size': 1, 'epochs': 49, 'lr': 0.02374959595332789, 'temprature': 0.20403261687216642, 'num_class': 3}",0.543062201,0.533739521,0.230298861,0.501334668,0.507492195,0.354770495,0.7980116,0.0019236
abalon,DNDT,6,"{'cut_count': 4, 'cut_size': 1, 'epochs': 56, 'lr': 0.028397774166011944, 'temprature': 0.13053430665324428, 'num_class': 3}",0.543062201,0.536677902,0.22911896,0.512466651,0.502766686,0.362586892,0.7075917,0.0019196
abalon,DNDT,7,"{'cut_count': 6, 'cut_size': 1, 'epochs': 60, 'lr': 0.04935667384320401, 'temprature': 0.10861624828902619, 'num_class': 3}",0.519138756,0.510461499,0.242824826,0.491369643,0.503333622,0.343002813,1.6869242,0.0033934
abalon,DNDT,8,"{'cut_count': 4, 'cut_size': 1, 'epochs': 57, 'lr': 0.011832524473325425, 'temprature': 0.15859084005793042, 'num_class': 3}",0.465227818,0.45696325,0.268727421,0.437951943,0.502225747,0.351308346,0.8925065,0.001912
abalon,DNDT,9,"{'cut_count': 4, 'cut_size': 1, 'epochs': 66, 'lr': 0.029127074669774926, 'temprature': 0.5547732693034689, 'num_class': 3}",0.527577938,0.518366287,0.238200294,0.495555946,0.501903594,0.369121811,0.9950222,0.0018989
abalon,LGBMClassifier,1,"{'learning_rate': 0.10021230023839658, 'max_depth': 5, 'n_estimators': 86, 'reg_lambda': 2.3720547653342763, 'subsample': 0.9988385511330994, 'num_leaves': 37}",0.612440191,0.6025712,0.194425711,0.571517482,0.814452646,0.674241606,0.1295876,0.0033688
abalon,LGBMClassifier,10,"{'learning_rate': 0.41445598051677773, 'max_depth': 2, 'n_estimators': 173, 'reg_lambda': 6.31675039088123, 'subsample': 0.9586130534837071, 'num_leaves': 37}",0.666666667,0.663308618,0.166020821,0.668413555,0.83899286,0.713986651,0.0888432,0.0029849
abalon,LGBMClassifier,2,"{'learning_rate': 0.5976976473917787, 'max_depth': 2, 'n_estimators': 83, 'reg_lambda': 2.7020872469767907, 'subsample': 0.614865605751705, 'num_leaves': 37}",0.679425837,0.674482907,0.160169153,0.662300966,0.851991275,0.733891965,0.0457116,0.0015473
abalon,LGBMClassifier,3,"{'learning_rate': 0.5505118751441781, 'max_depth': 2, 'n_estimators': 54, 'reg_lambda': 1.2470065927231533, 'subsample': 0.7579160559651983, 'num_leaves': 37}",0.619617225,0.618835086,0.18895605,0.629102089,0.806607829,0.693091861,0.0314358,0.0011293
abalon,LGBMClassifier,4,"{'learning_rate': 0.5459984379401228, 'max_depth': 2, 'n_estimators': 92, 'reg_lambda': 3.447794616830641, 'subsample': 0.5252787751546164, 'num_leaves': 37}",0.638755981,0.638077399,0.179318676,0.651211031,0.826847624,0.691411326,0.0508275,0.0016481
abalon,LGBMClassifier,5,"{'learning_rate': 0.4220189437078378, 'max_depth': 2, 'n_estimators': 105, 'reg_lambda': 7.626647004543795, 'subsample': 0.5265313296377827, 'num_leaves': 37}",0.59569378,0.593950393,0.201503158,0.622130064,0.806603475,0.668466102,0.0599178,0.0020767
abalon,LGBMClassifier,6,"{'learning_rate': 0.2473099290700611, 'max_depth': 2, 'n_estimators': 155, 'reg_lambda': 3.6812910102990175, 'subsample': 0.6055863519508932, 'num_leaves': 37}",0.655502392,0.651071645,0.172206526,0.644169254,0.823035822,0.691892986,0.084437,0.002796
abalon,LGBMClassifier,7,"{'learning_rate': 0.20218010796364524, 'max_depth': 4, 'n_estimators': 90, 'reg_lambda': 7.524564818250684, 'subsample': 0.7375003700598941, 'num_leaves': 37}",0.679425837,0.680619653,0.158944308,0.704093808,0.856684564,0.737224145,0.0948803,0.0030493
abalon,LGBMClassifier,8,"{'learning_rate': 0.18778534029688077, 'max_depth': 3, 'n_estimators': 118, 'reg_lambda': 8.405910134342976, 'subsample': 0.9431933227164271, 'num_leaves': 37}",0.621103118,0.616716814,0.188904675,0.614665896,0.807681525,0.681276819,0.0903426,0.0033272
abalon,LGBMClassifier,9,"{'learning_rate': 0.2597236255198837, 'max_depth': 4, 'n_estimators': 96, 'reg_lambda': 8.326320323149597, 'subsample': 0.7273505261106861, 'num_leaves': 37}",0.673860911,0.672455942,0.162163771,0.678407014,0.84364779,0.723978321,0.0929225,0.0033231
abalon,PaloBst,1,"{'learning_rate': 0.38384337958279324, 'max_depth': 5, 'n_estimators': 66, 'subsample': 0.5318775756545298, 'distribution': 'bernoulli'}",0.610047847,0.59859527,0.195793577,0.55065072,0.813851769,0.684166875,0.4949193,1.1864142
abalon,PaloBst,10,"{'learning_rate': 0.18180358931927512, 'max_depth': 7, 'n_estimators': 71, 'subsample': 0.8670140089927841, 'distribution': 'bernoulli'}",0.673860911,0.669062075,0.163060941,0.663611801,0.828317618,0.699397405,0.6242627,0.2723855
abalon,PaloBst,2,"{'learning_rate': 0.5994973413388515, 'max_depth': 6, 'n_estimators': 69, 'subsample': 0.7822814868453126, 'distribution': 'bernoulli'}",0.660287081,0.653636141,0.170159764,0.640848534,0.833339639,0.702485022,0.5141611,0.1267626
abalon,PaloBst,3,"{'learning_rate': 0.4463418409952828, 'max_depth': 5, 'n_estimators': 73, 'subsample': 0.5741943398336241, 'distribution': 'bernoulli'}",0.614832536,0.613784581,0.192316709,0.614070742,0.775083599,0.646087631,0.5827736,0.077809
abalon,PaloBst,4,"{'learning_rate': 0.5053961111832549, 'max_depth': 6, 'n_estimators': 38, 'subsample': 0.6440692051407406, 'distribution': 'bernoulli'}",0.653110048,0.650285689,0.172860433,0.658954906,0.835402663,0.698413927,0.3379167,0.1031427
abalon,PaloBst,5,"{'learning_rate': 0.2536743976325915, 'max_depth': 5, 'n_estimators': 41, 'subsample': 0.6872874455341764, 'distribution': 'bernoulli'}",0.610047847,0.605747126,0.195139481,0.6206722,0.822149132,0.690224289,0.2151417,0.0488303
abalon,PaloBst,6,"{'learning_rate': 0.4605037763343107, 'max_depth': 6, 'n_estimators': 57, 'subsample': 0.9214739519079183, 'distribution': 'bernoulli'}",0.631578947,0.626709014,0.183948388,0.621268657,0.804009707,0.690511301,0.3874566,0.2203611
abalon,PaloBst,7,"{'learning_rate': 0.5554984089247318, 'max_depth': 6, 'n_estimators': 57, 'subsample': 0.6620590419990836, 'distribution': 'bernoulli'}",0.662679426,0.66212514,0.167748878,0.675639548,0.847428927,0.725664294,0.4005542,0.3128983
abalon,PaloBst,8,"{'learning_rate': 0.4757035594001474, 'max_depth': 5, 'n_estimators': 65, 'subsample': 0.550377752472717, 'distribution': 'bernoulli'}",0.625899281,0.619586826,0.187112709,0.607929936,0.804516521,0.666809955,0.4133959,0.2083246
abalon,PaloBst,9,"{'learning_rate': 0.5610627156666721, 'max_depth': 6, 'n_estimators': 34, 'subsample': 0.6714388192238494, 'distribution': 'bernoulli'}",0.642685851,0.639900781,0.178559135,0.638770835,0.827593927,0.700767358,0.2840244,0.1552034
abalon,ProbabilisticRandomForest,1,"{'keep_proba': 0.08047371333447473, 'max_depth': 6, 'n_estimators_': 35}",0.605263158,0.593836383,0.198268238,0.541425527,0.809298212,0.676584271,1.6378414,3.1331649
abalon,ProbabilisticRandomForest,10,"{'keep_proba': 0.06436099015582845, 'max_depth': 7, 'n_estimators_': 34}",0.666666667,0.66256537,0.166072232,0.665575106,0.836766695,0.716651007,1.9424017,0.0981716
abalon,ProbabilisticRandomForest,2,"{'keep_proba': 0.07122154217692994, 'max_depth': 7, 'n_estimators_': 29}",0.662679426,0.656030963,0.168872844,0.638827839,0.845036922,0.721140804,1.6720035,0.0851019
abalon,ProbabilisticRandomForest,3,"{'keep_proba': 0.031420397748168204, 'max_depth': 7, 'n_estimators_': 50}",0.631578947,0.632140554,0.183206885,0.638686058,0.786771229,0.659383672,2.8163332,0.1454185
abalon,ProbabilisticRandomForest,4,"{'keep_proba': 0.026865347867761038, 'max_depth': 7, 'n_estimators_': 67}",0.655502392,0.652262167,0.1716773,0.65834727,0.84573541,0.720275981,3.7153921,0.1928541
abalon,ProbabilisticRandomForest,5,"{'keep_proba': 0.06937570254748437, 'max_depth': 7, 'n_estimators_': 78}",0.619617225,0.616437646,0.189939523,0.635846611,0.828379703,0.700348645,4.3663541,0.2232819
abalon,ProbabilisticRandomForest,6,"{'keep_proba': 0.07432464757274068, 'max_depth': 7, 'n_estimators_': 71}",0.64354067,0.638618097,0.178268629,0.630053974,0.819265626,0.700957365,3.9896524,0.2037538
abalon,ProbabilisticRandomForest,7,"{'keep_proba': 0.08126843001428447, 'max_depth': 7, 'n_estimators_': 28}",0.672248804,0.67277677,0.16245308,0.701648681,0.852175944,0.724161316,1.5711322,0.0808679
abalon,ProbabilisticRandomForest,8,"{'keep_proba': 0.08126843001428447, 'max_depth': 7, 'n_estimators_': 28}",0.616306954,0.611975249,0.190996723,0.610878419,0.807855191,0.671083326,1.5998971,0.0810166
abalon,ProbabilisticRandomForest,9,"{'keep_proba': 0.02169614605389209, 'max_depth': 7, 'n_estimators_': 78}",0.654676259,0.653059854,0.17218548,0.654640765,0.836557222,0.714342718,4.3666328,0.2246309
acute-inflammation,DNDT,1,"{'cut_count': 4, 'cut_size': 1, 'epochs': 56, 'lr': 0.024589821161699138, 'temprature': 0.11719401146229262, 'num_class': 2}",1,1,0,1,0.5,0.684156617,0.1534938,0.0013572
acute-inflammation,DNDT,10,"{'cut_count': 4, 'cut_size': 1, 'epochs': 50, 'lr': 0.02818461926435123, 'temprature': 0.10985606943596475, 'num_class': 2}",0.666666667,0.666666667,0.333333333,0.8,0.5,0.651866883,0.1364869,0.0012992
acute-inflammation,DNDT,2,"{'cut_count': 4, 'cut_size': 1, 'epochs': 38, 'lr': 0.0200678531559568, 'temprature': 0.27206148845295197, 'num_class': 2}",1,1,0,1,0.736111111,0.791468254,0.1060223,0.0013179
acute-inflammation,DNDT,3,"{'cut_count': 4, 'cut_size': 1, 'epochs': 31, 'lr': 0.0296276135040534, 'temprature': 0.1044350528215029, 'num_class': 2}",1,1,0,1,0.5,0.625,0.0864448,0.0013253
acute-inflammation,DNDT,4,"{'cut_count': 4, 'cut_size': 1, 'epochs': 65, 'lr': 0.038330021575336416, 'temprature': 0.6219234556088861, 'num_class': 2}",0.583333333,0.583333333,0.416666667,0.772727273,0.5,0.65,0.179313,0.0013085
acute-inflammation,DNDT,5,"{'cut_count': 4, 'cut_size': 1, 'epochs': 48, 'lr': 0.02800418198012199, 'temprature': 0.7494197759905075, 'num_class': 2}",1,1,0,1,0.5,0.618055556,0.1321328,0.0013094
acute-inflammation,DNDT,6,"{'cut_count': 4, 'cut_size': 1, 'epochs': 65, 'lr': 0.04883342596699693, 'temprature': 0.3073625960477196, 'num_class': 2}",1,1,0,1,0.833333333,0.777867965,0.1785738,0.0012974
acute-inflammation,DNDT,7,"{'cut_count': 4, 'cut_size': 1, 'epochs': 65, 'lr': 0.04965435054937416, 'temprature': 0.10251373650641066, 'num_class': 2}",1,1,0,1,0.5,0.652561328,0.1794284,0.0013251
acute-inflammation,DNDT,8,"{'cut_count': 4, 'cut_size': 1, 'epochs': 34, 'lr': 0.04999206603966249, 'temprature': 0.18096457146986955, 'num_class': 2}",1,1,0,1,0.5,0.652561328,0.0939477,0.0013031
acute-inflammation,DNDT,9,"{'cut_count': 4, 'cut_size': 1, 'epochs': 64, 'lr': 0.013414769859468323, 'temprature': 0.024744484262761712, 'num_class': 2}",0.833333333,0.833333333,0.166666667,0.875,0.5,0.652561328,0.1740021,0.0013152
acute-inflammation,LGBMClassifier,1,"{'learning_rate': 0.570577641092792, 'max_depth': 3, 'n_estimators': 51, 'reg_lambda': 7.27725743177325, 'subsample': 0.7050519794266569, 'num_leaves': 37}",1,1,0,1,1,1,0.0068784,0.0004031
acute-inflammation,LGBMClassifier,10,"{'learning_rate': 0.570577641092792, 'max_depth': 3, 'n_estimators': 51, 'reg_lambda': 7.27725743177325, 'subsample': 0.7050519794266569, 'num_leaves': 37}",1,1,0,1,1,1,0.0064902,0.000372
acute-inflammation,LGBMClassifier,2,"{'learning_rate': 0.570577641092792, 'max_depth': 3, 'n_estimators': 51, 'reg_lambda': 7.27725743177325, 'subsample': 0.7050519794266569, 'num_leaves': 37}",1,1,0,1,1,1,0.0131054,0.000385
acute-inflammation,LGBMClassifier,3,"{'learning_rate': 0.570577641092792, 'max_depth': 3, 'n_estimators': 51, 'reg_lambda': 7.27725743177325, 'subsample': 0.7050519794266569, 'num_leaves': 37}",1,1,0,1,1,1,0.0066201,0.0003743
acute-inflammation,LGBMClassifier,4,"{'learning_rate': 0.2597236255198837, 'max_depth': 4, 'n_estimators': 96, 'reg_lambda': 8.326320323149597, 'subsample': 0.7273505261106861, 'num_leaves': 37}",1,1,0,1,1,1,0.0093948,0.0003811
acute-inflammation,LGBMClassifier,5,"{'learning_rate': 0.2597236255198837, 'max_depth': 4, 'n_estimators': 96, 'reg_lambda': 8.326320323149597, 'subsample': 0.7273505261106861, 'num_leaves': 37}",1,1,0,1,1,1,0.0094776,0.0003849
acute-inflammation,LGBMClassifier,6,"{'learning_rate': 0.2597236255198837, 'max_depth': 4, 'n_estimators': 96, 'reg_lambda': 8.326320323149597, 'subsample': 0.7273505261106861, 'num_leaves': 37}",1,1,0,1,1,1,0.0388725,0.0004723
acute-inflammation,LGBMClassifier,7,"{'learning_rate': 0.2597236255198837, 'max_depth': 4, 'n_estimators': 96, 'reg_lambda': 8.326320323149597, 'subsample': 0.7273505261106861, 'num_leaves': 37}",1,1,0,1,1,1,0.0097409,0.0003859
acute-inflammation,LGBMClassifier,8,"{'learning_rate': 0.3575408632394408, 'max_depth': 6, 'n_estimators': 188, 'reg_lambda': 8.83315277380862, 'subsample': 0.9186941777766421, 'num_leaves': 37}",1,1,0,1,1,1,0.0162532,0.0004106
acute-inflammation,LGBMClassifier,9,"{'learning_rate': 0.2597236255198837, 'max_depth': 4, 'n_estimators': 96, 'reg_lambda': 8.326320323149597, 'subsample': 0.7273505261106861, 'num_leaves': 37}",1,1,0,1,1,1,0.0113205,0.0004391
acute-inflammation,PaloBst,1,"{'learning_rate': 0.1345256704368021, 'max_depth': 4, 'n_estimators': 78, 'subsample': 0.7273505261106861, 'distribution': 'bernoulli'}",0.583333333,0.5,0.5,0.291666667,0.5,0.75,0.1020256,1.2072444
acute-inflammation,PaloBst,10,"{'learning_rate': 0.1345256704368021, 'max_depth': 4, 'n_estimators': 78, 'subsample': 0.7273505261106861, 'distribution': 'bernoulli'}",0.5,0.5,0.5,0.25,0.5,0.75,0.0588183,0.0005268
acute-inflammation,PaloBst,2,"{'learning_rate': 0.1345256704368021, 'max_depth': 4, 'n_estimators': 78, 'subsample': 0.7273505261106861, 'distribution': 'bernoulli'}",0.5,0.5,0.5,0.25,0.5,0.75,0.0571662,0.0004969
acute-inflammation,PaloBst,3,"{'learning_rate': 0.1345256704368021, 'max_depth': 4, 'n_estimators': 78, 'subsample': 0.7273505261106861, 'distribution': 'bernoulli'}",0.5,0.5,0.5,0.25,0.5,0.75,0.0583099,0.0200157
acute-inflammation,PaloBst,4,"{'learning_rate': 0.399023538756064, 'max_depth': 3, 'n_estimators': 26, 'subsample': 0.9061979941786815, 'distribution': 'bernoulli'}",0.5,0.5,0.5,0.25,0.5,0.75,0.0242667,0.0022167
acute-inflammation,PaloBst,5,"{'learning_rate': 0.5756119532966646, 'max_depth': 3, 'n_estimators': 52, 'subsample': 0.9186941777766421, 'distribution': 'bernoulli'}",0.5,0.5,0.5,0.25,0.5,0.75,0.0366148,0.001291
acute-inflammation,PaloBst,6,"{'learning_rate': 0.5756119532966646, 'max_depth': 3, 'n_estimators': 52, 'subsample': 0.9186941777766421, 'distribution': 'bernoulli'}",0.5,0.5,0.5,0.25,0.5,0.75,0.0372196,0.0004885
acute-inflammation,PaloBst,7,"{'learning_rate': 0.21798550634996533, 'max_depth': 5, 'n_estimators': 78, 'subsample': 0.5036860959695241, 'distribution': 'bernoulli'}",0.5,0.5,0.5,0.25,0.5,0.75,0.058688,0.0345571
acute-inflammation,PaloBst,8,"{'learning_rate': 0.1345256704368021, 'max_depth': 4, 'n_estimators': 78, 'subsample': 0.7273505261106861, 'distribution': 'bernoulli'}",0.5,0.5,0.5,0.25,0.5,0.75,0.1407098,0.0168355
acute-inflammation,PaloBst,9,"{'learning_rate': 0.43346813136409285, 'max_depth': 3, 'n_estimators': 69, 'subsample': 0.9967463946877995, 'distribution': 'bernoulli'}",0.5,0.5,0.5,0.25,0.5,0.75,0.0420112,0.0004916
acute-inflammation,ProbabilisticRandomForest,1,"{'keep_proba': 0.06409631133702459, 'max_depth': 5, 'n_estimators_': 51}",1,1,0,1,1,1,0.0954602,0.0062002
acute-inflammation,ProbabilisticRandomForest,10,"{'keep_proba': 0.04903059876928881, 'max_depth': 4, 'n_estimators_': 18}",1,1,0,1,1,1,0.0318702,0.0022771
acute-inflammation,ProbabilisticRandomForest,2,"{'keep_proba': 0.06409631133702459, 'max_depth': 5, 'n_estimators_': 51}",1,1,0,1,1,1,0.0967589,0.0062624
acute-inflammation,ProbabilisticRandomForest,3,"{'keep_proba': 0.06409631133702459, 'max_depth': 5, 'n_estimators_': 51}",1,1,0,1,1,1,0.0892328,0.0060068
acute-inflammation,ProbabilisticRandomForest,4,"{'keep_proba': 0.06409631133702459, 'max_depth': 5, 'n_estimators_': 51}",1,1,0,1,1,1,0.0939278,0.0062988
acute-inflammation,ProbabilisticRandomForest,5,"{'keep_proba': 0.06409631133702459, 'max_depth': 5, 'n_estimators_': 51}",1,1,0,1,1,1,0.0925996,0.00619
acute-inflammation,ProbabilisticRandomForest,6,"{'keep_proba': 0.011967780087593142, 'max_depth': 3, 'n_estimators_': 26}",1,1,0,1,1,1,0.0349647,0.0030299
acute-inflammation,ProbabilisticRandomForest,7,"{'keep_proba': 0.06409631133702459, 'max_depth': 5, 'n_estimators_': 51}",1,1,0,1,1,1,0.0931296,0.0062765
acute-inflammation,ProbabilisticRandomForest,8,"{'keep_proba': 0.06409631133702459, 'max_depth': 5, 'n_estimators_': 51}",1,1,0,1,1,1,0.0949167,0.006363
acute-inflammation,ProbabilisticRandomForest,9,"{'keep_proba': 0.003179638034436917, 'max_depth': 3, 'n_estimators_': 40}",1,1,0,1,1,1,0.0533988,0.0046581
acute-nephritis,DNDT,1,"{'cut_count': 6, 'cut_size': 1, 'epochs': 66, 'lr': 0.022232630862898554, 'temprature': 0.0936428423619918, 'num_class': 2}",0.583333333,0.5,0.5,0.291666667,0.5,0.685857297,0.3022291,0.0019968
acute-nephritis,DNDT,10,"{'cut_count': 7, 'cut_size': 1, 'epochs': 61, 'lr': 0.04858217494035055, 'temprature': 0.29774250568164273, 'num_class': 2}",1,1,0,1,0.5,0.62094697,0.3593823,0.0023034
acute-nephritis,DNDT,2,"{'cut_count': 6, 'cut_size': 1, 'epochs': 50, 'lr': 0.04080315144473288, 'temprature': 0.2832020434051951, 'num_class': 2}",1,1,0,1,0.5,0.684929654,0.2312464,0.0019873
acute-nephritis,DNDT,3,"{'cut_count': 5, 'cut_size': 1, 'epochs': 51, 'lr': 0.0495629663174704, 'temprature': 0.7966866874463415, 'num_class': 2}",1,1,0,1,0.5,0.536590136,0.181408,0.0017827
acute-nephritis,DNDT,4,"{'cut_count': 7, 'cut_size': 1, 'epochs': 63, 'lr': 0.02713639752816306, 'temprature': 0.5495401577649639, 'num_class': 2}",1,1,0,1,0.5,0.528766234,0.3754952,0.0023345
acute-nephritis,DNDT,5,"{'cut_count': 6, 'cut_size': 1, 'epochs': 45, 'lr': 0.03476501275583057, 'temprature': 0.23762934412237027, 'num_class': 2}",1,1,0,1,0.5,0.555911152,0.2052301,0.0020019
acute-nephritis,DNDT,6,"{'cut_count': 5, 'cut_size': 1, 'epochs': 47, 'lr': 0.0469745499063783, 'temprature': 0.5898821342085989, 'num_class': 2}",1,1,0,1,0.5,0.585887446,0.1678365,0.001642
acute-nephritis,DNDT,7,"{'cut_count': 5, 'cut_size': 1, 'epochs': 46, 'lr': 0.04361345445328023, 'temprature': 0.4590029342807943, 'num_class': 2}",1,1,0,1,0.5,0.542769017,0.1601387,0.0019408
acute-nephritis,DNDT,8,"{'cut_count': 5, 'cut_size': 1, 'epochs': 47, 'lr': 0.0469745499063783, 'temprature': 0.5898821342085989, 'num_class': 2}",1,1,0,1,0.528571429,0.628023603,0.1662278,0.0016563
acute-nephritis,DNDT,9,"{'cut_count': 5, 'cut_size': 1, 'epochs': 51, 'lr': 0.03506101008660616, 'temprature': 0.7648276091848433, 'num_class': 2}",1,1,0,1,0.514285714,0.589637446,0.1786829,0.0016249
acute-nephritis,LGBMClassifier,1,"{'learning_rate': 0.370377954428052, 'max_depth': 7, 'n_estimators': 156, 'reg_lambda': 0.0013026236913846502, 'subsample': 0.5190117153123227, 'num_leaves': 37}",0.666666667,0.6,0.4,0.818181818,0.771428571,0.859163059,0.0130032,0.0004059
acute-nephritis,LGBMClassifier,10,"{'learning_rate': 0.2597236255198837, 'max_depth': 4, 'n_estimators': 96, 'reg_lambda': 8.326320323149597, 'subsample': 0.7273505261106861, 'num_leaves': 37}",1,1,0,1,1,1,0.0482726,0.0004894
acute-nephritis,LGBMClassifier,2,"{'learning_rate': 0.5123755992894594, 'max_depth': 2, 'n_estimators': 83, 'reg_lambda': 0.005922103349572272, 'subsample': 0.5283352910692287, 'num_leaves': 37}",1,1,0,1,1,1,0.0082198,0.0003944
acute-nephritis,LGBMClassifier,3,"{'learning_rate': 0.5996975901336976, 'max_depth': 2, 'n_estimators': 95, 'reg_lambda': 0.021419444712817315, 'subsample': 0.5846289929969858, 'num_leaves': 37}",1,1,0,1,1,1,0.0105497,0.0004794
acute-nephritis,LGBMClassifier,4,"{'learning_rate': 0.5496362364579619, 'max_depth': 5, 'n_estimators': 179, 'reg_lambda': 2.2537747585448313, 'subsample': 0.5949178677557397, 'num_leaves': 37}",1,1,0,1,1,1,0.015095,0.000408
acute-nephritis,LGBMClassifier,5,"{'learning_rate': 0.2597236255198837, 'max_depth': 4, 'n_estimators': 96, 'reg_lambda': 8.326320323149597, 'subsample': 0.7273505261106861, 'num_leaves': 37}",1,1,0,1,1,1,0.009517,0.0003877
acute-nephritis,LGBMClassifier,6,"{'learning_rate': 0.2597236255198837, 'max_depth': 4, 'n_estimators': 96, 'reg_lambda': 8.326320323149597, 'subsample': 0.7273505261106861, 'num_leaves': 37}",1,1,0,1,1,1,0.0091556,0.0003837
acute-nephritis,LGBMClassifier,7,"{'learning_rate': 0.2597236255198837, 'max_depth': 4, 'n_estimators': 96, 'reg_lambda': 8.326320323149597, 'subsample': 0.7273505261106861, 'num_leaves': 37}",1,1,0,1,1,1,0.0095317,0.0004039
acute-nephritis,LGBMClassifier,8,"{'learning_rate': 0.2597236255198837, 'max_depth': 4, 'n_estimators': 96, 'reg_lambda': 8.326320323149597, 'subsample': 0.7273505261106861, 'num_leaves': 37}",1,1,0,1,1,1,0.0108854,0.0004451
acute-nephritis,LGBMClassifier,9,"{'learning_rate': 0.2597236255198837, 'max_depth': 4, 'n_estimators': 96, 'reg_lambda': 8.326320323149597, 'subsample': 0.7273505261106861, 'num_leaves': 37}",1,1,0,1,1,1,0.0091828,0.0003846
acute-nephritis,PaloBst,1,"{'learning_rate': 0.26463142751082624, 'max_depth': 5, 'n_estimators': 71, 'subsample': 0.7050519794266569, 'distribution': 'bernoulli'}",1,1,0,1,1,1,0.0959993,0.1149132
acute-nephritis,PaloBst,10,"{'learning_rate': 0.1345256704368021, 'max_depth': 4, 'n_estimators': 78, 'subsample': 0.7273505261106861, 'distribution': 'bernoulli'}",0.416666667,0.5,0.5,0.208333333,0.5,0.75,0.0628833,0.0958631
acute-nephritis,PaloBst,2,"{'learning_rate': 0.1345256704368021, 'max_depth': 4, 'n_estimators': 78, 'subsample': 0.7273505261106861, 'distribution': 'bernoulli'}",1,1,0,1,1,1,0.1452918,0.1232169
acute-nephritis,PaloBst,3,"{'learning_rate': 0.43132876701033507, 'max_depth': 7, 'n_estimators': 25, 'subsample': 0.6912906425702048, 'distribution': 'bernoulli'}",1,1,0,1,1,1,0.0967776,0.1122329
acute-nephritis,PaloBst,4,"{'learning_rate': 0.1345256704368021, 'max_depth': 4, 'n_estimators': 78, 'subsample': 0.7273505261106861, 'distribution': 'bernoulli'}",1,1,0,1,1,1,0.1410552,0.1213571
acute-nephritis,PaloBst,5,"{'learning_rate': 0.26463142751082624, 'max_depth': 5, 'n_estimators': 71, 'subsample': 0.7050519794266569, 'distribution': 'bernoulli'}",1,1,0,1,1,1,0.1067542,0.112285
acute-nephritis,PaloBst,6,"{'learning_rate': 0.26463142751082624, 'max_depth': 5, 'n_estimators': 71, 'subsample': 0.7050519794266569, 'distribution': 'bernoulli'}",1,1,0,1,1,1,0.0951662,0.1003809
acute-nephritis,PaloBst,7,"{'learning_rate': 0.5785549199148561, 'max_depth': 3, 'n_estimators': 42, 'subsample': 0.6960692867850473, 'distribution': 'bernoulli'}",1,1,0,1,1,1,0.0334679,0.000476
acute-nephritis,PaloBst,8,"{'learning_rate': 0.592997115589532, 'max_depth': 7, 'n_estimators': 63, 'subsample': 0.5727993574398147, 'distribution': 'bernoulli'}",0.916666667,0.928571429,0.071428571,0.916666667,0.928571429,0.943452381,0.1545824,0.0731505
acute-nephritis,PaloBst,9,"{'learning_rate': 0.1345256704368021, 'max_depth': 4, 'n_estimators': 78, 'subsample': 0.7273505261106861, 'distribution': 'bernoulli'}",0.416666667,0.5,0.5,0.208333333,0.5,0.75,0.0611257,0.1546123
acute-nephritis,ProbabilisticRandomForest,1,"{'keep_proba': 0.08578083446885594, 'max_depth': 6, 'n_estimators_': 56}",0.666666667,0.6,0.4,0.818181818,1,1,0.0847936,0.0061144
acute-nephritis,ProbabilisticRandomForest,10,"{'keep_proba': 0.08126843001428447, 'max_depth': 7, 'n_estimators_': 28}",1,1,0,1,1,1,0.0407216,0.0030821
acute-nephritis,ProbabilisticRandomForest,2,"{'keep_proba': 0.06409631133702459, 'max_depth': 5, 'n_estimators_': 51}",1,1,0,1,1,1,0.0812082,0.0058958
acute-nephritis,ProbabilisticRandomForest,3,"{'keep_proba': 0.0030726286537941343, 'max_depth': 5, 'n_estimators_': 42}",1,1,0,1,1,1,0.0662886,0.0047256
