Dataset Name,Algorithm Name,Cross Validation [1-10],Hyper-Parameters Values,Accuracy,TPR_macro,FPR_macro,Precision_macro,AUC_macro,PR-Curve_macro,Training Time (sec),Inference Time (sec)
libras,PaloBst,2,"{'learning_rate': 0.5771551128285596, 'max_depth': 5, 'n_estimators': 68, 'subsample': 0.8748508056419946, 'distribution': 'bernoulli'}",0.611111111,0.622222222,0.027748069,0.598888889,0.91597346,0.722795611,39.5368348,0.025875
libras,PaloBst,3,"{'learning_rate': 0.5250677869687488, 'max_depth': 7, 'n_estimators': 77, 'subsample': 0.7635549038733036, 'distribution': 'bernoulli'}",0.555555556,0.555555556,0.03161022,0.614285714,0.9466429,0.652199776,40.5205918,0.0019727
libras,PaloBst,4,"{'learning_rate': 0.5250677869687488, 'max_depth': 7, 'n_estimators': 77, 'subsample': 0.7635549038733036, 'distribution': 'bernoulli'}",0.666666667,0.688888889,0.023588829,0.642222222,0.936739949,0.704245625,39.9309668,0.0019037
libras,PaloBst,5,"{'learning_rate': 0.558215191476531, 'max_depth': 5, 'n_estimators': 79, 'subsample': 0.657573406998024, 'distribution': 'bernoulli'}",0.722222222,0.7,0.019845514,0.694444444,0.984501882,0.8325,40.2223014,0.0020307
libras,PaloBst,6,"{'learning_rate': 0.5992396585813644, 'max_depth': 7, 'n_estimators': 70, 'subsample': 0.5762875358564837, 'distribution': 'bernoulli'}",0.694444444,0.666666667,0.021865716,0.637777778,0.971330957,0.748346561,39.3924991,0.0019241
libras,PaloBst,7,"{'learning_rate': 0.5700591310238813, 'max_depth': 7, 'n_estimators': 70, 'subsample': 0.6653134842541627, 'distribution': 'bernoulli'}",0.805555556,0.788888889,0.013784908,0.787777778,0.980827887,0.860757021,39.8681698,0.10124
libras,PaloBst,8,"{'learning_rate': 0.5250677869687488, 'max_depth': 7, 'n_estimators': 77, 'subsample': 0.7635549038733036, 'distribution': 'bernoulli'}",0.777777778,0.788888889,0.016102198,0.767777778,0.987997623,0.897989418,40.2002867,0.1955424
libras,PaloBst,9,"{'learning_rate': 0.49185092351243204, 'max_depth': 6, 'n_estimators': 77, 'subsample': 0.6330749092539296, 'distribution': 'bernoulli'}",0.75,0.766666667,0.01788473,0.687777778,0.98634383,0.883333333,39.7756969,0.1924609
libras,ProbabilisticRandomForest,1,"{'keep_proba': 0.06409631133702459, 'max_depth': 5, 'n_estimators_': 51}",0.5,0.488888889,0.035472371,0.541269841,0.956020994,0.682957552,1.3994875,0.0187315
libras,ProbabilisticRandomForest,10,"{'keep_proba': 0.06409631133702459, 'max_depth': 5, 'n_estimators_': 51}",0.861111111,0.866666667,0.010041592,0.888888889,0.985363438,0.870740741,1.4023007,0.0189667
libras,ProbabilisticRandomForest,2,"{'keep_proba': 0.06409631133702459, 'max_depth': 5, 'n_estimators_': 51}",0.555555556,0.577777778,0.031788473,0.511111111,0.947454942,0.699766354,1.4477699,0.0187873
libras,ProbabilisticRandomForest,3,"{'keep_proba': 0.06409631133702459, 'max_depth': 5, 'n_estimators_': 51}",0.694444444,0.688888889,0.021746881,0.737777778,0.95613983,0.690770248,1.4370631,0.0189841
libras,ProbabilisticRandomForest,4,"{'keep_proba': 0.06409631133702459, 'max_depth': 5, 'n_estimators_': 51}",0.75,0.766666667,0.017765894,0.748888889,0.952337096,0.77759782,1.3672745,0.0191888
libras,ProbabilisticRandomForest,5,"{'keep_proba': 0.06409631133702459, 'max_depth': 5, 'n_estimators_': 51}",0.75,0.733333333,0.01788473,0.746666667,0.984501882,0.849484127,1.3941694,0.0192128
libras,ProbabilisticRandomForest,6,"{'keep_proba': 0.06409631133702459, 'max_depth': 5, 'n_estimators_': 51}",0.694444444,0.677777778,0.022043969,0.61,0.976539909,0.7425,1.4085891,0.0187089
libras,ProbabilisticRandomForest,7,"{'keep_proba': 0.06409631133702459, 'max_depth': 5, 'n_estimators_': 51}",0.75,0.744444444,0.017825312,0.795555556,0.979788077,0.799933862,1.3758745,0.0193778
libras,ProbabilisticRandomForest,8,"{'keep_proba': 0.06409631133702459, 'max_depth': 5, 'n_estimators_': 51}",0.75,0.755555556,0.017825312,0.711111111,0.975559517,0.839563492,1.4006768,0.0188591
libras,ProbabilisticRandomForest,9,"{'keep_proba': 0.06409631133702459, 'max_depth': 5, 'n_estimators_': 51}",0.75,0.722222222,0.017825312,0.705555556,0.979540503,0.893804714,1.4174615,0.0187879
low-res-spect,DNDT,1,"{'cut_count': 4, 'cut_size': 1, 'epochs': 64, 'lr': 0.049502699353767755, 'temprature': 0.0995305919871166, 'num_class': 9}",0.444444444,0.170454545,0.092003651,0.156060606,0.515490073,0.192591811,0.4362803,0.0013917
low-res-spect,DNDT,10,"{'cut_count': 7, 'cut_size': 1, 'epochs': 47, 'lr': 0.015432182378048095, 'temprature': 0.7063679499300235, 'num_class': 9}",0.132075472,0.055555556,0.121783478,0.081818182,0.387803334,0.184050061,0.5110743,0.0025477
low-res-spect,DNDT,2,"{'cut_count': 7, 'cut_size': 1, 'epochs': 40, 'lr': 0.027926366986385946, 'temprature': 0.7953687218118576, 'num_class': 9}",0.283018868,0.089285714,0.105535471,0.1,0.385556111,0.183065441,0.4310939,0.0026114
low-res-spect,DNDT,3,"{'cut_count': 7, 'cut_size': 1, 'epochs': 30, 'lr': 0.029913651663838484, 'temprature': 0.6789055983652639, 'num_class': 9}",0.226415094,0.071428571,0.117014667,0.083333333,0.56208909,0.191225702,0.3302252,0.002579
low-res-spect,DNDT,4,"{'cut_count': 5, 'cut_size': 1, 'epochs': 51, 'lr': 0.03506101008660616, 'temprature': 0.7648276091848433, 'num_class': 9}",0.264150943,0.095899471,0.115358128,0.105185185,0.60466325,0.325691197,0.3262,0.0017427
low-res-spect,DNDT,5,"{'cut_count': 7, 'cut_size': 1, 'epochs': 33, 'lr': 0.030297465928813373, 'temprature': 0.2568715931664116, 'num_class': 9}",0.094339623,0.05489418,0.114414578,0.107142857,0.473876885,0.205031121,0.3599477,0.0026596
low-res-spect,DNDT,6,"{'cut_count': 7, 'cut_size': 1, 'epochs': 61, 'lr': 0.048184343418747846, 'temprature': 0.6769933418802767, 'num_class': 9}",0.283018868,0.144708995,0.09743272,0.229166667,0.484725829,0.186692777,0.6881812,0.0025653
low-res-spect,DNDT,7,"{'cut_count': 7, 'cut_size': 1, 'epochs': 47, 'lr': 0.015432182378048095, 'temprature': 0.7063679499300235, 'num_class': 9}",0.301886792,0.105820106,0.115254392,0.114285714,0.453954091,0.157543772,0.642421,0.0025926
low-res-spect,DNDT,8,"{'cut_count': 5, 'cut_size': 1, 'epochs': 9, 'lr': 0.04594425383130191, 'temprature': 0.3614176847179099, 'num_class': 9}",0.188679245,0.092063492,0.108924584,0.171328671,0.514542109,0.170827952,0.0534768,0.0017348
low-res-spect,DNDT,9,"{'cut_count': 5, 'cut_size': 1, 'epochs': 65, 'lr': 0.04001023017810862, 'temprature': 0.36273352444156143, 'num_class': 9}",0.226415094,0.081481481,0.10929507,0.116004296,0.52043075,0.192334972,0.376163,0.001731
low-res-spect,LGBMClassifier,1,"{'learning_rate': 0.3155188629357303, 'max_depth': 2, 'n_estimators': 136, 'reg_lambda': 2.452696677565257, 'subsample': 0.7437285492785424, 'num_leaves': 37}",0.907407407,0.781926407,0.017347262,0.8,0.994145761,0.987799844,0.6466409,0.0014555
low-res-spect,LGBMClassifier,10,"{'learning_rate': 0.16734478941152497, 'max_depth': 3, 'n_estimators': 103, 'reg_lambda': 9.92174389253958, 'subsample': 0.7349616474606224, 'num_leaves': 37}",0.943396226,0.803030303,0.007146941,0.803030303,0.99963925,0.998679982,0.4885778,0.0012784
low-res-spect,LGBMClassifier,2,"{'learning_rate': 0.374115600980743, 'max_depth': 6, 'n_estimators': 128, 'reg_lambda': 0.5711519410155284, 'subsample': 0.8864255606746227, 'num_leaves': 37}",0.886792453,0.766774892,0.017955022,0.738505747,0.991046916,0.861236262,0.8704962,0.0016573
low-res-spect,LGBMClassifier,3,"{'learning_rate': 0.5505118751441781, 'max_depth': 2, 'n_estimators': 54, 'reg_lambda': 1.2470065927231533, 'subsample': 0.7579160559651983, 'num_leaves': 37}",0.905660377,0.762962963,0.011781131,0.655092593,0.98792592,0.84337168,0.2023098,0.0007771
low-res-spect,LGBMClassifier,4,"{'learning_rate': 0.5188282185302633, 'max_depth': 6, 'n_estimators': 49, 'reg_lambda': 9.200092264373161, 'subsample': 0.7717015338451563, 'num_leaves': 37}",0.867924528,0.626190476,0.017206769,0.561363636,0.991384903,0.859232227,0.2910579,0.000912
low-res-spect,LGBMClassifier,5,"{'learning_rate': 0.3575408632394408, 'max_depth': 6, 'n_estimators': 188, 'reg_lambda': 8.83315277380862, 'subsample': 0.9186941777766421, 'num_leaves': 37}",0.867924528,0.865343915,0.023610524,0.9125,0.98097425,0.934528338,1.2772813,0.0020952
low-res-spect,LGBMClassifier,6,"{'learning_rate': 0.5505118751441781, 'max_depth': 2, 'n_estimators': 54, 'reg_lambda': 1.2470065927231533, 'subsample': 0.7579160559651983, 'num_leaves': 37}",0.830188679,0.65515873,0.030092678,0.736827957,0.94759288,0.73069747,0.3709084,0.0009333
low-res-spect,LGBMClassifier,7,"{'learning_rate': 0.40161668935535555, 'max_depth': 6, 'n_estimators': 162, 'reg_lambda': 2.6082377756958577, 'subsample': 0.5274831168935432, 'num_leaves': 37}",0.773584906,0.454497354,0.038000206,0.430839002,0.97377403,0.63594129,0.90614,0.0017277
low-res-spect,LGBMClassifier,8,"{'learning_rate': 0.47972903191913707, 'max_depth': 6, 'n_estimators': 134, 'reg_lambda': 6.385289429101174, 'subsample': 0.5336816845114242, 'num_leaves': 37}",0.886792453,0.641534392,0.01571236,0.678150553,0.994477744,0.883563293,0.763517,0.001587
low-res-spect,LGBMClassifier,9,"{'learning_rate': 0.4671879696934683, 'max_depth': 3, 'n_estimators': 28, 'reg_lambda': 6.4001000157402474, 'subsample': 0.7916846428209146, 'num_leaves': 37}",0.905660377,0.657407407,0.014063152,0.669312169,0.87702679,0.829540799,0.1373669,0.0006336
low-res-spect,PaloBst,1,"{'learning_rate': 0.2890239190348377, 'max_depth': 4, 'n_estimators': 75, 'subsample': 0.7579160559651983, 'distribution': 'bernoulli'}",0.851851852,0.594155844,0.024737443,0.56238825,0.981796621,0.833646016,39.615129,0.1723866
low-res-spect,PaloBst,10,"{'learning_rate': 0.30489119278432253, 'max_depth': 7, 'n_estimators': 73, 'subsample': 0.6262866434389021, 'distribution': 'bernoulli'}",0.867924528,0.561026936,0.020007072,0.618135377,0.994089244,0.863804697,39.5192094,0.1911671
low-res-spect,PaloBst,2,"{'learning_rate': 0.5250677869687488, 'max_depth': 7, 'n_estimators': 77, 'subsample': 0.7635549038733036, 'distribution': 'bernoulli'}",0.867924528,0.609307359,0.018258052,0.546857464,0.992700818,0.98612237,40.1318875,0.0013466
low-res-spect,PaloBst,3,"{'learning_rate': 0.24605241257254667, 'max_depth': 7, 'n_estimators': 71, 'subsample': 0.5867266041322278, 'distribution': 'bernoulli'}",0.867924528,0.590343915,0.018394107,0.552248677,0.974193027,0.814023546,39.7191959,0.1336262
low-res-spect,PaloBst,4,"{'learning_rate': 0.31224471757772876, 'max_depth': 7, 'n_estimators': 67, 'subsample': 0.6188817950565091, 'distribution': 'bernoulli'}",0.849056604,0.596957672,0.021610897,0.548135198,0.984021134,0.720738269,39.7077813,0.0011967
low-res-spect,PaloBst,5,"{'learning_rate': 0.5250677869687488, 'max_depth': 7, 'n_estimators': 77, 'subsample': 0.7635549038733036, 'distribution': 'bernoulli'}",0.886792453,0.733862434,0.016989209,0.721741222,0.989686535,0.964214478,39.896622,0.1653483
low-res-spect,PaloBst,6,"{'learning_rate': 0.5591457550215222, 'max_depth': 5, 'n_estimators': 63, 'subsample': 0.6804053220587221, 'distribution': 'bernoulli'}",0.905660377,0.748677249,0.014333135,0.705586081,0.980465414,0.700940943,39.1029839,0.0011169
low-res-spect,PaloBst,7,"{'learning_rate': 0.5250677869687488, 'max_depth': 7, 'n_estimators': 77, 'subsample': 0.7635549038733036, 'distribution': 'bernoulli'}",0.773584906,0.434656085,0.035547048,0.431826179,0.940162304,0.652197926,39.4644547,0.0013233
low-res-spect,PaloBst,8,"{'learning_rate': 0.5779929471414901, 'max_depth': 6, 'n_estimators': 57, 'subsample': 0.6067428908398332, 'distribution': 'bernoulli'}",0.886792453,0.534391534,0.018060566,0.501808905,0.991723129,0.866294374,38.9619823,0.0011221
low-res-spect,PaloBst,9,"{'learning_rate': 0.30822926641681925, 'max_depth': 5, 'n_estimators': 77, 'subsample': 0.5741943398336241, 'distribution': 'bernoulli'}",0.905660377,0.5,0.013845789,0.494897959,0.92253291,0.709552749,39.2288494,0.0013088
low-res-spect,ProbabilisticRandomForest,1,"{'keep_proba': 0.07477879922414496, 'max_depth': 6, 'n_estimators_': 25}",0.888888889,0.61525974,0.017600506,0.624869383,0.975146108,0.96487341,1.7199953,0.0123532
low-res-spect,ProbabilisticRandomForest,10,"{'keep_proba': 0.07513818028398932, 'max_depth': 7, 'n_estimators_': 58}",0.867924528,0.564393939,0.021635074,0.633333333,0.99451012,0.866674349,4.9659194,0.0307828
low-res-spect,ProbabilisticRandomForest,2,"{'keep_proba': 0.06409631133702459, 'max_depth': 5, 'n_estimators_': 51}",0.905660377,0.791125541,0.013813608,0.755190797,0.995747956,0.991196754,2.4626466,0.0215339
low-res-spect,ProbabilisticRandomForest,3,"{'keep_proba': 0.04375373146923105, 'max_depth': 5, 'n_estimators_': 54}",0.924528302,0.77962963,0.011504844,0.751197318,0.992026982,0.855295452,2.4499596,0.0234265
low-res-spect,ProbabilisticRandomForest,4,"{'keep_proba': 0.06030568245864251, 'max_depth': 5, 'n_estimators_': 79}",0.943396226,0.808862434,0.007376806,0.766329966,0.995056055,0.867975228,3.7582563,0.0338091
low-res-spect,ProbabilisticRandomForest,5,"{'keep_proba': 0.05922100412423914, 'max_depth': 5, 'n_estimators_': 13}",0.924528302,0.919047619,0.012137656,0.944047619,0.990433308,0.955832642,0.6199412,0.0061171
low-res-spect,ProbabilisticRandomForest,6,"{'keep_proba': 0.053135403475641545, 'max_depth': 5, 'n_estimators_': 75}",0.830188679,0.65515873,0.028086944,0.658333333,0.978361767,0.792344416,3.678821,0.0317159
low-res-spect,ProbabilisticRandomForest,7,"{'keep_proba': 0.06436099015582845, 'max_depth': 7, 'n_estimators_': 34}",0.811320755,0.475661376,0.031142722,0.452891156,0.964267322,0.717015518,3.0268579,0.0180107
low-res-spect,ProbabilisticRandomForest,8,"{'keep_proba': 0.05481665791984257, 'max_depth': 5, 'n_estimators_': 52}",0.905660377,0.677248677,0.015752676,0.673237477,0.886525512,0.725598771,2.3292772,0.0228644
low-res-spect,ProbabilisticRandomForest,9,"{'keep_proba': 0.07945253056993122, 'max_depth': 7, 'n_estimators_': 38}",0.905660377,0.766137566,0.014234289,0.763973064,0.914096563,0.819272464,3.3709724,0.0196994
lowbwt,DNDT,1,"{'cut_count': 6, 'cut_size': 1, 'epochs': 52, 'lr': 0.03797201769410747, 'temprature': 0.014297381940539033, 'num_class': 2}",0.526315789,0.5,0.5,0.263157895,0.5,0.546167602,0.4298374,0.0020192
lowbwt,DNDT,10,"{'cut_count': 5, 'cut_size': 1, 'epochs': 7, 'lr': 0.04164833841251649, 'temprature': 0.369213831254884, 'num_class': 2}",0.5,0.5,0.5,0.25,0.5,0.587449229,0.0289023,0.0016369
lowbwt,DNDT,2,"{'cut_count': 5, 'cut_size': 1, 'epochs': 13, 'lr': 0.03203649907854384, 'temprature': 0.4708617356570449, 'num_class': 2}",0.473684211,0.5,0.5,0.236842105,0.5,0.529196831,0.0521651,0.0016352
lowbwt,DNDT,3,"{'cut_count': 6, 'cut_size': 1, 'epochs': 64, 'lr': 0.04919367236446735, 'temprature': 0.06281300317846628, 'num_class': 2}",0.473684211,0.5,0.5,0.236842105,0.488888889,0.51312559,0.3495369,0.0020219
lowbwt,DNDT,4,"{'cut_count': 4, 'cut_size': 1, 'epochs': 39, 'lr': 0.006322562897688535, 'temprature': 0.4175073684250134, 'num_class': 2}",0.473684211,0.5,0.5,0.236842105,0.5,0.593535586,0.1198715,0.001305
lowbwt,DNDT,5,"{'cut_count': 5, 'cut_size': 1, 'epochs': 9, 'lr': 0.04594425383130191, 'temprature': 0.3614176847179099, 'num_class': 2}",1,1,0,1,0.511111111,0.561974751,0.0364463,0.0016426
lowbwt,DNDT,6,"{'cut_count': 6, 'cut_size': 1, 'epochs': 45, 'lr': 0.045714361152293936, 'temprature': 0.6195975853135365, 'num_class': 2}",1,1,0,1,0.5,0.577577847,0.2592556,0.001987
lowbwt,DNDT,7,"{'cut_count': 4, 'cut_size': 1, 'epochs': 34, 'lr': 0.04600846039922208, 'temprature': 0.43928842347534686, 'num_class': 2}",1,1,0,1,0.5,0.66318893,0.1191573,0.0013189
lowbwt,DNDT,8,"{'cut_count': 5, 'cut_size': 1, 'epochs': 10, 'lr': 0.03879068250351133, 'temprature': 0.4974926932168298, 'num_class': 2}",1,1,0,1,0.5,0.57873271,0.0407846,0.0017222
lowbwt,DNDT,9,"{'cut_count': 5, 'cut_size': 1, 'epochs': 9, 'lr': 0.04594425383130191, 'temprature': 0.3614176847179099, 'num_class': 2}",1,1,0,1,0.5,0.609631372,0.037296,0.0016764
lowbwt,LGBMClassifier,1,"{'learning_rate': 0.16130186546497197, 'max_depth': 2, 'n_estimators': 20, 'reg_lambda': 9.904015677846642, 'subsample': 0.6307073406837008, 'num_leaves': 37}",0.526315789,0.5,0.5,0.263157895,0.566666667,0.546938685,0.0045427,0.0003838
lowbwt,LGBMClassifier,10,"{'learning_rate': 0.10983834223026956, 'max_depth': 4, 'n_estimators': 24, 'reg_lambda': 9.77942425571789, 'subsample': 0.7017283679207241, 'num_leaves': 37}",1,1,0,1,1,1,0.005001,0.0003693
lowbwt,LGBMClassifier,2,"{'learning_rate': 0.16130186546497197, 'max_depth': 2, 'n_estimators': 20, 'reg_lambda': 9.904015677846642, 'subsample': 0.6307073406837008, 'num_leaves': 37}",0.526315789,0.5,0.5,0.263157895,0.744444444,0.807902203,0.0055134,0.0003722
lowbwt,LGBMClassifier,3,"{'learning_rate': 0.19397759318367427, 'max_depth': 3, 'n_estimators': 24, 'reg_lambda': 9.187225216693768, 'subsample': 0.7224162561505758, 'num_leaves': 37}",0.473684211,0.45,0.55,0.25,0.25,0.404961356,0.0050883,0.000371
lowbwt,LGBMClassifier,4,"{'learning_rate': 0.18011725357671532, 'max_depth': 2, 'n_estimators': 24, 'reg_lambda': 5.548926658242271, 'subsample': 0.617816223240443, 'num_leaves': 37}",0.789473684,0.777777778,0.222222222,0.857142857,0.833333333,0.862968975,0.0046318,0.000367
lowbwt,LGBMClassifier,5,"{'learning_rate': 0.4161903389224357, 'max_depth': 2, 'n_estimators': 20, 'reg_lambda': 5.487692775394763, 'subsample': 0.6526503819122254, 'num_leaves': 37}",1,1,0,1,1,1,0.0044412,0.0003746
lowbwt,LGBMClassifier,6,"{'learning_rate': 0.10276941167210174, 'max_depth': 2, 'n_estimators': 24, 'reg_lambda': 9.775116437821923, 'subsample': 0.6616801558677301, 'num_leaves': 37}",1,1,0,1,1,1,0.0049535,0.0003682
lowbwt,LGBMClassifier,7,"{'learning_rate': 0.16130186546497197, 'max_depth': 2, 'n_estimators': 20, 'reg_lambda': 9.904015677846642, 'subsample': 0.6307073406837008, 'num_leaves': 37}",1,1,0,1,1,1,0.0048246,0.00042
lowbwt,LGBMClassifier,8,"{'learning_rate': 0.16130186546497197, 'max_depth': 2, 'n_estimators': 20, 'reg_lambda': 9.904015677846642, 'subsample': 0.6307073406837008, 'num_leaves': 37}",1,1,0,1,1,1,0.0044428,0.0003695
lowbwt,LGBMClassifier,9,"{'learning_rate': 0.1897651922481444, 'max_depth': 2, 'n_estimators': 24, 'reg_lambda': 5.472541522363244, 'subsample': 0.5856820066851725, 'num_leaves': 37}",1,1,0,1,1,1,0.0046964,0.0003732
lowbwt,PaloBst,1,"{'learning_rate': 0.1345256704368021, 'max_depth': 4, 'n_estimators': 78, 'subsample': 0.7273505261106861, 'distribution': 'bernoulli'}",0.526315789,0.5,0.5,0.263157895,0.5,0.75,0.0954513,0.1257728
lowbwt,PaloBst,10,"{'learning_rate': 0.48490319530776993, 'max_depth': 6, 'n_estimators': 55, 'subsample': 0.528032208289393, 'distribution': 'bernoulli'}",0.5,0.5,0.5,0.25,0.5,0.75,0.0977823,0.022646
lowbwt,PaloBst,2,"{'learning_rate': 0.1345256704368021, 'max_depth': 4, 'n_estimators': 78, 'subsample': 0.7273505261106861, 'distribution': 'bernoulli'}",0.526315789,0.5,0.5,0.263157895,0.5,0.75,0.0620065,0.0004942
lowbwt,PaloBst,3,"{'learning_rate': 0.1345256704368021, 'max_depth': 4, 'n_estimators': 78, 'subsample': 0.7273505261106861, 'distribution': 'bernoulli'}",0.526315789,0.5,0.5,0.263157895,0.5,0.75,0.0625504,0.0059612
lowbwt,PaloBst,4,"{'learning_rate': 0.1345256704368021, 'max_depth': 4, 'n_estimators': 78, 'subsample': 0.7273505261106861, 'distribution': 'bernoulli'}",0.526315789,0.5,0.5,0.263157895,0.5,0.75,0.0607862,0.0004956
lowbwt,PaloBst,5,"{'learning_rate': 0.21798550634996533, 'max_depth': 5, 'n_estimators': 78, 'subsample': 0.5036860959695241, 'distribution': 'bernoulli'}",0.526315789,0.5,0.5,0.263157895,0.5,0.75,0.0632828,0.0245257
lowbwt,PaloBst,6,"{'learning_rate': 0.3332471634017623, 'max_depth': 6, 'n_estimators': 70, 'subsample': 0.6505285741520554, 'distribution': 'bernoulli'}",0.526315789,0.5,0.5,0.263157895,0.5,0.75,0.0642978,0.0105871
lowbwt,PaloBst,7,"{'learning_rate': 0.14298452610850154, 'max_depth': 5, 'n_estimators': 55, 'subsample': 0.5366222158558152, 'distribution': 'bernoulli'}",0.526315789,0.5,0.5,0.263157895,0.5,0.75,0.0483709,0.0004909
lowbwt,PaloBst,8,"{'learning_rate': 0.4706413721840136, 'max_depth': 2, 'n_estimators': 61, 'subsample': 0.5018151536273716, 'distribution': 'bernoulli'}",0.526315789,0.5,0.5,0.263157895,0.5,0.75,0.0355476,0.0021195
lowbwt,PaloBst,9,"{'learning_rate': 0.455469385769488, 'max_depth': 5, 'n_estimators': 61, 'subsample': 0.5011638320394313, 'distribution': 'bernoulli'}",0.526315789,0.5,0.5,0.263157895,0.5,0.75,0.0535919,0.000502
lowbwt,ProbabilisticRandomForest,1,"{'keep_proba': 0.09020135127854727, 'max_depth': 3, 'n_estimators_': 44}",0.526315789,0.5,0.5,0.263157895,0.588888889,0.641662624,0.0843472,0.0075795
lowbwt,ProbabilisticRandomForest,10,"{'keep_proba': 0.06044414027374748, 'max_depth': 6, 'n_estimators_': 27}",1,1,0,1,1,1,0.1360032,0.0062983
lowbwt,ProbabilisticRandomForest,2,"{'keep_proba': 0.08505620600588698, 'max_depth': 3, 'n_estimators_': 13}",0.473684211,0.455555556,0.544444444,0.416666667,0.65,0.622325661,0.0260536,0.0021935
lowbwt,ProbabilisticRandomForest,3,"{'keep_proba': 0.019283300195870497, 'max_depth': 7, 'n_estimators_': 72}",0.473684211,0.455555556,0.544444444,0.416666667,0.422222222,0.476845649,0.4348349,0.0194823
lowbwt,ProbabilisticRandomForest,4,"{'keep_proba': 0.07871716098111575, 'max_depth': 6, 'n_estimators_': 64}",0.684210526,0.677777778,0.322222222,0.69047619,0.622222222,0.645773638,0.3191904,0.0152781
lowbwt,ProbabilisticRandomForest,5,"{'keep_proba': 0.06436099015582845, 'max_depth': 7, 'n_estimators_': 34}",1,1,0,1,1,1,0.2172118,0.0093394
lowbwt,ProbabilisticRandomForest,6,"{'keep_proba': 0.08208544101916161, 'max_depth': 7, 'n_estimators_': 29}",1,1,0,1,1,1,0.1863485,0.0085036
lowbwt,ProbabilisticRandomForest,7,"{'keep_proba': 0.03870968582842727, 'max_depth': 7, 'n_estimators_': 40}",1,1,0,1,1,1,0.2551735,0.0110497
lowbwt,ProbabilisticRandomForest,8,"{'keep_proba': 0.06130955017081346, 'max_depth': 7, 'n_estimators_': 41}",1,1,0,1,1,1,0.2553197,0.0109847
lowbwt,ProbabilisticRandomForest,9,"{'keep_proba': 0.040940358080578804, 'max_depth': 7, 'n_estimators_': 11}",0.894736842,0.9,0.1,0.909090909,1,1,0.0670036,0.0031955
lung-cancer,DNDT,1,"{'cut_count': 5, 'cut_size': 1, 'epochs': 13, 'lr': 0.03203649907854384, 'temprature': 0.4708617356570449, 'num_class': 3}",0,0,0.5,0,0.527777778,0.5,0.040555,0.0016461
lung-cancer,DNDT,10,"{'cut_count': 5, 'cut_size': 1, 'epochs': 56, 'lr': 0.02509664519593003, 'temprature': 0.1696615925239241, 'num_class': 3}",0,0,0.333333333,0,0.5,0.583333333,0.16939,0.0015852
lung-cancer,DNDT,2,"{'cut_count': 4, 'cut_size': 1, 'epochs': 31, 'lr': 0.045219828253491634, 'temprature': 0.6033199604349594, 'num_class': 3}",0.5,0.333333333,0.277777778,0.222222222,0.5,0.513888889,0.0759378,0.0012861
lung-cancer,DNDT,3,"{'cut_count': 4, 'cut_size': 1, 'epochs': 44, 'lr': 0.03885575670624128, 'temprature': 0.278159373365221, 'num_class': 3}",0.666666667,0.666666667,0.166666667,0.5,0.5,0.472222222,0.1091306,0.0012808
lung-cancer,DNDT,4,"{'cut_count': 4, 'cut_size': 1, 'epochs': 25, 'lr': 0.01227614898308376, 'temprature': 0.33022064147285213, 'num_class': 3}",0.333333333,0.333333333,0.333333333,0.111111111,0.5,0.444444444,0.0616932,0.0012887
lung-cancer,DNDT,5,"{'cut_count': 4, 'cut_size': 1, 'epochs': 12, 'lr': 0.04349674443930381, 'temprature': 0.4883951100006101, 'num_class': 3}",0.666666667,0.666666667,0.166666667,0.5,0.5,0.472222222,0.0301775,0.0012885
lung-cancer,DNDT,6,"{'cut_count': 4, 'cut_size': 1, 'epochs': 61, 'lr': 0.011077821877685823, 'temprature': 0.6291500841211077, 'num_class': 3}",0.333333333,0.333333333,0.333333333,0.333333333,0.5,0.472222222,0.148835,0.0012752
lung-cancer,DNDT,7,"{'cut_count': 4, 'cut_size': 1, 'epochs': 29, 'lr': 0.036728375914430254, 'temprature': 0.48979989467481044, 'num_class': 3}",0.666666667,0.666666667,0.166666667,0.5,0.5,0.472222222,0.0756872,0.001303
lung-cancer,DNDT,8,"{'cut_count': 4, 'cut_size': 1, 'epochs': 34, 'lr': 0.027656788559118146, 'temprature': 0.1437138089352375, 'num_class': 3}",0.333333333,0.333333333,0.333333333,0.111111111,0.5,0.472222222,0.0849993,0.0012927
lung-cancer,DNDT,9,"{'cut_count': 4, 'cut_size': 1, 'epochs': 23, 'lr': 0.013853985747153116, 'temprature': 0.08546211551123956, 'num_class': 3}",0.666666667,0.666666667,0.166666667,0.5,0.5,0.472222222,0.0571661,0.0012826
lung-cancer,LGBMClassifier,1,"{'learning_rate': 0.2597236255198837, 'max_depth': 4, 'n_estimators': 96, 'reg_lambda': 8.326320323149597, 'subsample': 0.7273505261106861, 'num_leaves': 37}",0.5,0.333333333,0.333333333,0.166666667,0.5,0.666666667,0.0469394,0.0004992
lung-cancer,LGBMClassifier,10,"{'learning_rate': 0.2597236255198837, 'max_depth': 4, 'n_estimators': 96, 'reg_lambda': 8.326320323149597, 'subsample': 0.7273505261106861, 'num_leaves': 37}",0.666666667,0.5,0.333333333,0.333333333,0.5,0.75,0.0048277,0.0003484
lung-cancer,LGBMClassifier,2,"{'learning_rate': 0.2597236255198837, 'max_depth': 4, 'n_estimators': 96, 'reg_lambda': 8.326320323149597, 'subsample': 0.7273505261106861, 'num_leaves': 37}",0.5,0.333333333,0.333333333,0.166666667,0.5,0.666666667,0.0047832,0.0003539
